id,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price
4093677,Entire home/apt,4,1,strict,TRUE,f,89,1,2,4.553876892
17989108,Entire home/apt,4,1,strict,FALSE,f,,1,1,5.517452896
35802,Entire home/apt,3,1,flexible,FALSE,f,,1,1,4.976733742
13974696,Entire home/apt,10,2,strict,TRUE,t,96,2,8,5.666426688
2051149,Private room,2,1,flexible,TRUE,f,,1,1,5.010635294
16427431,Private room,2,1,flexible,TRUE,f,,1,1,4.65396035
17626340,Entire home/apt,10,2,strict,TRUE,f,97,4,7,6.396929655
2399406,Private room,2,1,flexible,FALSE,t,92,1,1,3.891820298
16134449,Private room,4,1,moderate,TRUE,t,99,1,2,4.317488114
15974046,Entire home/apt,10,2,strict,TRUE,f,85,4,5,6.388561406
3931550,Entire home/apt,12,4,moderate,TRUE,t,95,3,8,6.396929655
15421045,Private room,1,1,strict,TRUE,f,100,1,1,3.828641396
16852061,Private room,2,1,strict,TRUE,f,94,1,1,4.605170186
18598767,Entire home/apt,4,1,moderate,TRUE,f,95,2,2,5.686975356
478949,Entire home/apt,4,1,strict,TRUE,f,92,1,2,5.476463552
13940169,Entire home/apt,6,2,flexible,TRUE,f,,2,3,6.086774727
14473053,Entire home/apt,2,1,flexible,TRUE,f,100,0,1,5.521460918
14871225,Private room,1,1,moderate,FALSE,f,87,1,1,3.912023005
231145,Entire home/apt,14,2.5,strict,TRUE,f,100,3,3,6.361302478
14264192,Entire home/apt,8,1,moderate,TRUE,t,95,3,3,5.783825182
4650725,Private room,2,0,flexible,TRUE,f,97,1,1,4.248495242
18393283,Entire home/apt,4,2,strict,TRUE,f,,2,2,4.644390899
9565873,Entire home/apt,2,1,moderate,TRUE,t,,1,2,4.744932128
6140911,Entire home/apt,3,1,moderate,TRUE,f,92,0,2,5.323009979
5749343,Private room,1,1,moderate,TRUE,t,91,1,1,3.871201011
3449204,Entire home/apt,2,1,flexible,FALSE,f,,0,1,5.023880521
566968,Entire home/apt,5,1,moderate,TRUE,f,,2,2,6.109247583
10152758,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,4.382026635
16579687,Entire home/apt,2,1,moderate,TRUE,f,93,0,1,5.010635294
501057,Private room,1,1,flexible,FALSE,f,,1,1,3.218875825
19751715,Entire home/apt,3,1,moderate,TRUE,f,,0,1,4.700480366
2292366,Entire home/apt,5,1,strict,TRUE,f,94,2,2,4.828313737
13415187,Entire home/apt,6,1,flexible,TRUE,f,60,4,6,5.298317367
19607818,Entire home/apt,1,1,strict,TRUE,f,96,1,1,5.164785974
14630055,Entire home/apt,2,1,flexible,TRUE,f,99,1,1,4.59511985
21031256,Private room,2,1,moderate,FALSE,t,92,1,1,3.850147602
19550157,Private room,2,1,strict,TRUE,f,84,1,1,6.396929655
5211296,Entire home/apt,4,1,strict,TRUE,t,92,1,2,4.59511985
1066727,Entire home/apt,3,1,flexible,FALSE,f,,1,1,5.703782475
9361107,Entire home/apt,2,1,moderate,TRUE,f,94,0,2,5.068904202
17682109,Private room,2,1,flexible,TRUE,f,,1,1,4.605170186
3506164,Entire home/apt,6,2.5,strict,TRUE,f,99,2,2,6.892641641
18767331,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,5.521460918
20551068,Entire home/apt,4,1,moderate,TRUE,f,80,1,1,5.164785974
1515522,Entire home/apt,4,1,flexible,FALSE,f,,0,2,5.298317367
5552528,Entire home/apt,2,1,strict,TRUE,f,97,1,1,6.386879319
2791758,Entire home/apt,4,1,flexible,TRUE,f,100,2,2,4.48863637
900485,Entire home/apt,4,1.5,flexible,TRUE,f,100,2,3,5.634789603
5279859,Private room,2,1,moderate,TRUE,f,99,1,1,4.787491743
17893727,Entire home/apt,2,1,moderate,TRUE,f,100,0,1,4.382026635
416557,Entire home/apt,3,1,moderate,TRUE,f,93,1,1,4.369447852
17462882,Private room,4,1,strict,TRUE,f,96,1,2,4.094344562
6196000,Entire home/apt,6,1,strict,TRUE,f,99,2,2,4.317488114
9596347,Private room,2,1,flexible,FALSE,f,100,1,1,4.382026635
11970099,Private room,1,1,flexible,FALSE,f,,1,1,4.094344562
9304814,Entire home/apt,4,2,strict,TRUE,t,93,2,2,5.272999559
16208999,Entire home/apt,5,1,strict,TRUE,f,90,1,2,4.094344562
12934059,Shared room,1,2.5,strict,TRUE,f,100,1,1,3.496507561
9919518,Private room,1,1,strict,FALSE,t,97,1,2,4.454347296
14548461,Private room,6,1,flexible,FALSE,f,,2,3,6.551080335
16985679,Entire home/apt,3,1,strict,TRUE,f,97,1,2,4.941642423
3273170,Entire home/apt,6,1,moderate,TRUE,f,92,2,3,5.293304825
16289001,Entire home/apt,2,1,strict,TRUE,f,97,1,1,4.787491743
19763298,Entire home/apt,2,1,moderate,TRUE,f,100,1,2,3.912023005
8671862,Private room,2,1,flexible,TRUE,f,,1,1,4.605170186
12365752,Entire home/apt,3,1,strict,TRUE,f,100,0,2,3.912023005
10119226,Private room,4,0,strict,FALSE,f,,1,1,3.663561646
19414323,Private room,2,1,strict,FALSE,t,86,1,1,4.605170186
9464046,Entire home/apt,2,1,flexible,TRUE,f,96,1,1,5.476463552
15463211,Private room,2,1,flexible,TRUE,f,100,1,1,4.060443011
6658339,Entire home/apt,2,1,strict,TRUE,f,97,0,1,4.49980967
19292649,Entire home/apt,4,2,strict,FALSE,f,100,2,2,5.298317367
5384310,Entire home/apt,6,2,strict,FALSE,f,,2,2,5.003946306
213216,Private room,2,1,moderate,FALSE,f,80,1,1,4.605170186
4875549,Private room,2,1,flexible,TRUE,f,96,1,1,4.094344562
13654127,Private room,2,1,moderate,TRUE,f,99,1,1,4.317488114
15716518,Entire home/apt,7,1,strict,TRUE,t,74,2,3,5.666426688
2554254,Private room,2,2,strict,TRUE,t,93,1,1,4.17438727
19602390,Private room,2,1,flexible,FALSE,f,,1,1,4.553876892
1088886,Private room,2,1,strict,TRUE,f,100,1,1,4.543294782
4183989,Entire home/apt,2,1,flexible,FALSE,f,100,1,1,5.298317367
20482412,Shared room,1,1,strict,TRUE,f,95,1,1,4.290459441
9683720,Private room,4,1,flexible,TRUE,f,100,2,2,4.605170186
15423732,Private room,2,1,strict,FALSE,f,100,1,1,5.010635294
15870714,Entire home/apt,7,2,moderate,TRUE,t,,3,5,5.272999559
13407354,Entire home/apt,2,1,strict,TRUE,f,100,0,1,5.010635294
12474957,Entire home/apt,4,1,moderate,TRUE,f,99,0,2,4.828313737
11160844,Entire home/apt,6,1,flexible,FALSE,f,,2,3,5.541263545
7479520,Private room,4,1,flexible,TRUE,f,90,1,2,4.605170186
21114659,Private room,2,1,flexible,FALSE,f,,1,1,4.49980967
13386896,Entire home/apt,4,1,strict,TRUE,f,100,2,2,5.857933154
18151027,Entire home/apt,4,1,strict,TRUE,f,100,2,2,5.164785974
10343816,Entire home/apt,2,1,strict,TRUE,f,100,1,1,4.976733742
16899574,Private room,1,2,strict,TRUE,f,91,3,3,4.189654742
2671737,Private room,4,2,strict,FALSE,t,,1,2,5.393627546
4632444,Entire home/apt,2,1,moderate,TRUE,f,100,0,1,4.787491743
4039038,Private room,4,1,strict,TRUE,t,91,1,2,4.17438727
20289511,Entire home/apt,6,1,strict,TRUE,f,97,1,3,5.278114659
6360639,Private room,2,1,strict,TRUE,t,98,1,1,4.382026635
15160743,Entire home/apt,6,1,strict,TRUE,f,97,2,2,5.347107531
11119585,Private room,2,1,strict,TRUE,f,100,1,1,4.605170186
5500426,Entire home/apt,1,1,flexible,TRUE,f,100,0,1,4.59511985
9049614,Entire home/apt,2,1,moderate,TRUE,f,98,1,1,4.605170186
13294325,Private room,2,1,flexible,FALSE,f,100,1,1,4.605170186
9696560,Private room,2,1,moderate,FALSE,f,100,1,1,4.605170186
13351616,Entire home/apt,4,2.5,flexible,TRUE,t,,2,2,6.882437471
8897305,Shared room,2,1,flexible,FALSE,f,100,1,1,4.382026635
15954650,Entire home/apt,2,1,strict,TRUE,f,97,0,1,4.442651256
10007613,Entire home/apt,6,2,strict,TRUE,f,93,2,3,5.433722004
10052336,Entire home/apt,6,1,strict,TRUE,f,93,2,3,5.416100402
14264040,Shared room,4,1.5,moderate,FALSE,f,81,1,4,3.583518938
16122148,Private room,3,1,strict,TRUE,f,100,1,2,4.605170186
9348516,Private room,2,1.5,moderate,TRUE,f,96,1,1,3.970291914
14614708,Entire home/apt,2,1,strict,TRUE,f,70,1,1,4.382026635
17207266,Entire home/apt,4,1,strict,TRUE,f,94,1,1,5.164785974
14115455,Private room,2,1,moderate,TRUE,f,100,1,1,3.784189634
21175841,Entire home/apt,2,1,moderate,TRUE,f,,0,1,5.293304825
6704276,Private room,3,1.5,moderate,TRUE,f,98,1,1,4.890349128
11084142,Private room,2,1,strict,TRUE,f,96,1,1,4.48863637
3980487,Entire home/apt,4,1,strict,TRUE,f,95,1,1,5.164785974
5557684,Entire home/apt,4,1,moderate,FALSE,f,90,1,2,4.605170186
6470740,Entire home/apt,3,1,flexible,TRUE,t,,1,1,5.010635294
6635124,Private room,2,1,moderate,TRUE,t,96,1,1,4.672828834
15313703,Entire home/apt,3,1,moderate,TRUE,f,98,1,1,5.241747015
19700463,Private room,1,1.5,moderate,FALSE,f,93,1,1,3.891820298
19040466,Entire home/apt,4,1,flexible,FALSE,f,97,1,2,4.86753445
7109804,Entire home/apt,6,1,moderate,TRUE,f,93,3,3,6.475432717
13802356,Private room,1,2,flexible,TRUE,f,90,1,1,4.007333185
16469306,Entire home/apt,2,1,strict,TRUE,t,100,1,1,5.521460918
7508037,Entire home/apt,3,1,moderate,TRUE,f,,1,1,5.164785974
7849229,Entire home/apt,2,1,moderate,TRUE,t,94,0,2,4.86753445
16305361,Entire home/apt,2,1,flexible,TRUE,f,99,0,1,4.442651256
9198588,Entire home/apt,5,1,moderate,TRUE,f,78,2,2,4.605170186
7981107,Entire home/apt,4,1,moderate,TRUE,f,93,1,2,5.105945474
7220035,Shared room,1,1,flexible,FALSE,f,,1,1,4.553876892
13961152,Entire home/apt,4,1,strict,FALSE,f,88,1,1,4.86753445
11431871,Entire home/apt,3,1,flexible,FALSE,f,99,1,2,4.553876892
14594639,Entire home/apt,5,2,strict,TRUE,f,98,2,2,5.293304825
7851557,Private room,2,1,flexible,FALSE,f,93,1,1,4.234106505
12404677,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5.666426688
12000916,Private room,2,1,flexible,FALSE,f,,1,1,5.105945474
7463435,Entire home/apt,2,1,moderate,TRUE,f,89,1,1,5.298317367
5470034,Entire home/apt,2,1,strict,TRUE,t,,1,1,5.010635294
20557463,Entire home/apt,6,3,flexible,FALSE,f,,4,4,6.109247583
14429957,Entire home/apt,3,1,strict,TRUE,f,95,0,2,4.59511985
1101458,Entire home/apt,4,1,strict,TRUE,f,97,1,2,5.135798437
15353298,Private room,2,1,strict,TRUE,f,100,1,1,4.828313737
21040832,Entire home/apt,3,1,moderate,TRUE,f,95,1,1,4.442651256
16633198,Private room,2,2,flexible,FALSE,t,80,1,1,3.912023005
5805319,Private room,4,1,flexible,TRUE,f,96,1,1,5.416100402
7633057,Private room,1,1,strict,TRUE,f,88,1,1,3.912023005
14125957,Entire home/apt,4,1.5,flexible,TRUE,f,93,1,2,4.787491743
9461085,Private room,2,1,flexible,TRUE,t,93,1,1,4.094344562
16974742,Entire home/apt,8,1.5,strict,TRUE,f,84,2,4,5.416100402
9168809,Entire home/apt,7,2,strict,TRUE,f,98,2,4,5.272999559
2477836,Entire home/apt,3,1,moderate,TRUE,t,,1,1,4.787491743
5434654,Entire home/apt,2,1,moderate,FALSE,f,96,0,1,5.010635294
15124770,Entire home/apt,4,2,strict,TRUE,f,100,2,2,6.109247583
10720392,Entire home/apt,2,1,moderate,TRUE,t,93,1,1,4.59511985
1944545,Entire home/apt,3,1,strict,TRUE,f,,1,1,4.852030264
20832160,Private room,2,1,strict,FALSE,f,100,1,1,5.164785974
20095208,Entire home/apt,4,2,moderate,TRUE,f,20,2,2,5.521460918
5567126,Entire home/apt,2,1,strict,TRUE,f,,1,1,5.521460918
13992183,Private room,2,1,flexible,TRUE,f,98,1,1,3.828641396
19606319,Entire home/apt,4,1,moderate,TRUE,f,98,1,1,5.010635294
17371416,Entire home/apt,3,1,moderate,FALSE,t,90,1,1,5.010635294
16218886,Shared room,2,1,moderate,TRUE,f,98,1,2,3.912023005
7950866,Entire home/apt,2,1,strict,TRUE,f,80,1,1,5.697093487
1421610,Entire home/apt,2,1,moderate,FALSE,f,100,1,1,5.105945474
3303809,Entire home/apt,3,1,moderate,FALSE,f,98,1,1,4.828313737
9115165,Entire home/apt,3,1,moderate,TRUE,f,100,1,1,4.276666119
12901746,Private room,4,1,strict,FALSE,t,82,1,1,3.80666249
17890712,Entire home/apt,4,1,moderate,TRUE,t,94,2,3,4.605170186
15146865,Entire home/apt,8,2.5,moderate,TRUE,t,94,2,2,5.703782475
12999396,Private room,1,1,flexible,TRUE,f,,1,1,4.382026635
18512202,Private room,2,1,moderate,TRUE,f,100,1,1,4.094344562
5162305,Private room,2,2,strict,FALSE,t,100,1,1,4.060443011
4156921,Private room,2,1,flexible,FALSE,f,93,1,1,4.007333185
13371633,Entire home/apt,4,1,moderate,TRUE,f,93,1,2,4.934473933
16971992,Shared room,2,1,flexible,TRUE,f,90,1,1,4.787491743
12201225,Private room,2,1.5,moderate,TRUE,f,,1,1,4.553876892
9067632,Private room,2,1,moderate,TRUE,f,99,1,1,4.317488114
6691495,Entire home/apt,2,1,strict,TRUE,t,94,1,1,5.38907173
16481858,Private room,4,1,moderate,TRUE,f,93,1,3,4.442651256
3884614,Private room,2,1.5,strict,TRUE,f,95,1,1,4.86753445
13616684,Private room,2,1,moderate,TRUE,f,97,1,1,3.912023005
87284,Entire home/apt,4,2,flexible,TRUE,f,,2,2,6.326149473
11474006,Entire home/apt,4,1,flexible,TRUE,f,96,2,3,4.553876892
11344750,Private room,2,1,strict,TRUE,f,95,1,1,3.784189634
7651418,Private room,2,1,strict,TRUE,f,96,1,1,5.010635294
8863398,Private room,4,1,flexible,FALSE,f,,1,2,5.991464547
21029824,Entire home/apt,2,1,strict,TRUE,f,91,0,1,4.477336814
4284144,Private room,2,1,flexible,TRUE,f,,1,1,4.382026635
786787,Private room,3,1,strict,TRUE,f,98,1,1,3.36729583
19841797,Private room,5,2,flexible,FALSE,f,100,2,2,5.347107531
1294678,Entire home/apt,5,1,flexible,FALSE,f,,2,2,4.828313737
10635159,Entire home/apt,3,1,moderate,TRUE,t,95,1,1,4.787491743
1316333,Entire home/apt,3,1,strict,TRUE,t,96,2,2,5.978885765
363673,Entire home/apt,2,1,strict,TRUE,f,96,1,1,5.220355825
14402857,Entire home/apt,3,2,flexible,FALSE,t,100,1,1,5.416100402
6072842,Private room,2,2,moderate,TRUE,f,100,1,1,4.043051268
8428506,Private room,2,1,moderate,TRUE,f,98,1,2,3.610917913
17734464,Entire home/apt,3,1,moderate,TRUE,f,97,1,2,4.86753445
7160878,Private room,3,1.5,moderate,FALSE,f,97,1,1,4.564348191
20652620,Private room,2,1,flexible,FALSE,f,100,1,1,4.317488114
9693821,Entire home/apt,2,1,flexible,TRUE,f,93,1,1,4.442651256
5706045,Private room,2,1,strict,FALSE,f,100,1,2,4.304065093
6389677,Private room,2,1,flexible,FALSE,t,100,1,1,3.951243719
4751686,Entire home/apt,4,1,strict,FALSE,f,100,2,2,5.991464547
17565878,Shared room,1,1,moderate,FALSE,t,100,1,1,3.401197382
19101907,Entire home/apt,4,1,strict,TRUE,f,100,2,3,4.828313737
457528,Entire home/apt,2,1,moderate,TRUE,t,100,1,1,5.272999559
13203314,Private room,1,1,moderate,FALSE,t,,1,1,4.007333185
19190170,Private room,2,1,strict,TRUE,t,94,1,1,4.65396035
21174980,Private room,1,1,strict,TRUE,t,89,1,1,4.189654742
3569374,Entire home/apt,16,8,strict,TRUE,f,,10,16,6.856461985
6716444,Private room,2,1,moderate,TRUE,t,100,1,1,4.787491743
14322493,Private room,2,1,flexible,TRUE,t,,1,1,4.219507705
19768115,Private room,2,1,moderate,TRUE,f,99,1,1,4.59511985
3631047,Entire home/apt,3,1,moderate,FALSE,t,100,1,1,4.248495242
8651941,Entire home/apt,8,2,flexible,TRUE,t,95,3,4,5.164785974
16963374,Private room,2,1,moderate,FALSE,f,99,1,1,4.025351691
4681486,Private room,1,1,moderate,TRUE,f,93,1,1,4.442651256
18347212,Private room,1,1,strict,FALSE,f,80,1,1,4.941642423
13346499,Entire home/apt,2,2,moderate,TRUE,f,100,0,1,5.988961417
17191860,Entire home/apt,2,1,moderate,FALSE,t,92,0,1,4.795790546
584590,Private room,1,1,strict,TRUE,t,92,1,1,3.555348061
13346811,Entire home/apt,10,1.5,moderate,TRUE,f,90,4,7,5.036952602
8472766,Private room,1,1,strict,TRUE,f,,2,1,4.007333185
7158417,Entire home/apt,10,4.5,strict,TRUE,f,100,4,4,7.110696123
13788908,Entire home/apt,6,3,flexible,FALSE,t,,3,3,6.214608098
18323045,Private room,3,1.5,strict,TRUE,f,97,1,1,3.931825633
18163727,Private room,2,1,moderate,TRUE,f,100,1,1,4.442651256
16556957,Entire home/apt,10,3,strict,TRUE,f,92,3,8,5.686975356
19179231,Entire home/apt,3,1,flexible,TRUE,f,94,1,1,5.010635294
10002640,Private room,6,1,flexible,FALSE,f,,2,2,5.010635294
758815,Private room,1,1,strict,FALSE,f,91,1,1,3.912023005
15925524,Private room,2,1,strict,FALSE,t,96,1,1,4.605170186
6375890,Entire home/apt,6,2,strict,TRUE,f,100,2,2,6.744059186
12153874,Private room,2,1,flexible,TRUE,t,92,1,1,5.272999559
3799171,Entire home/apt,4,1,strict,TRUE,f,100,1,2,5.247024072
10791348,Entire home/apt,3,1,strict,FALSE,f,,2,2,4.86753445
18635729,Private room,2,1,flexible,TRUE,f,,1,1,4.369447852
3174881,Private room,2,1,flexible,FALSE,f,,1,1,4.382026635
2053940,Entire home/apt,6,2,flexible,TRUE,f,100,3,3,6.052089169
7228563,Private room,2,1,strict,TRUE,f,,1,1,4.007333185
14506323,Entire home/apt,3,1,strict,TRUE,f,100,1,2,4.86753445
2345783,Private room,2,1,flexible,TRUE,f,92,1,1,4.48863637
19339594,Entire home/apt,5,1,strict,TRUE,t,99,2,3,4.744932128
15191738,Entire home/apt,6,2,strict,TRUE,f,95,2,4,5.192956851
5709298,Shared room,2,1,moderate,TRUE,f,100,1,1,4.204692619
3385799,Entire home/apt,3,1,flexible,TRUE,f,,0,2,5.521460918
9737840,Entire home/apt,4,1,flexible,TRUE,f,100,1,2,4.465908119
12158543,Entire home/apt,4,2,strict,TRUE,t,98,2,2,5.293304825
3655007,Private room,2,1,moderate,TRUE,t,88,1,1,4.127134385
11929554,Shared room,4,1,flexible,TRUE,f,85,1,3,3.80666249
14670606,Private room,3,1,strict,TRUE,f,97,1,2,4.48863637
14982432,Entire home/apt,3,1,strict,TRUE,f,98,1,1,4.934473933
9091930,Entire home/apt,2,1,flexible,TRUE,f,96,1,1,5.010635294
13810264,Entire home/apt,4,1,moderate,TRUE,f,92,2,2,4.787491743
15096525,Entire home/apt,10,3,strict,TRUE,f,95,4,4,6.214608098
12566166,Private room,3,1,strict,FALSE,t,87,1,1,4.787491743
9943207,Private room,2,1,strict,FALSE,f,,1,1,4.787491743
10809568,Private room,2,1,flexible,TRUE,f,,1,1,4.17438727
11159822,Shared room,1,1,flexible,FALSE,f,,1,1,5.010635294
11799482,Entire home/apt,2,1,strict,TRUE,f,96,1,1,4.828313737
18909775,Private room,2,1.5,moderate,FALSE,t,,1,1,4.094344562
18655459,Private room,2,1,flexible,FALSE,f,98,1,2,4.605170186
16571530,Private room,2,1,strict,TRUE,f,95,1,1,4.442651256
16971718,Private room,3,1,strict,TRUE,f,92,1,1,4.454347296
5691763,Entire home/apt,4,1,moderate,TRUE,f,100,1,2,5.393627546
15113234,Entire home/apt,2,1,moderate,TRUE,f,98,0,1,5.135798437
7600414,Entire home/apt,2,1,strict,TRUE,f,98,1,1,5.384495063
14402837,Entire home/apt,6,2,strict,TRUE,t,80,2,4,5.241747015
6414298,Entire home/apt,2,1,flexible,TRUE,f,,0,1,5.247024072
10202496,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5.370638028
18190870,Entire home/apt,3,1,moderate,TRUE,f,,1,2,4.094344562
15918718,Private room,1,1,flexible,FALSE,f,,1,1,5.298317367
17882596,Entire home/apt,4,1,moderate,TRUE,f,97,1,1,5.068904202
1022360,Entire home/apt,6,2,strict,TRUE,t,100,2,3,5.416100402
17553574,Entire home/apt,3,1,flexible,FALSE,f,,0,3,4.859812404
16273903,Private room,2,2,moderate,TRUE,f,86,1,1,4.605170186
7602986,Entire home/apt,3,1,strict,TRUE,t,93,1,1,5.170483995
7545577,Private room,1,1.5,flexible,TRUE,f,93,1,1,4.382026635
5418807,Entire home/apt,2,1,strict,TRUE,f,98,1,1,4.787491743
13585591,Entire home/apt,2,1,flexible,FALSE,t,100,1,1,5.010635294
16288499,Private room,2,1,flexible,TRUE,f,,1,1,4.553876892
18182145,Entire home/apt,1,1,flexible,FALSE,f,100,0,1,4.779123493
16977437,Entire home/apt,4,1,moderate,TRUE,t,97,1,2,5.351858133
14058929,Entire home/apt,8,2,flexible,TRUE,t,,2,4,5.700443573
7255372,Private room,1,1,strict,FALSE,f,100,1,1,4.248495242
10826103,Entire home/apt,6,1,strict,TRUE,f,,2,3,5.991464547
12011114,Private room,4,1,strict,TRUE,t,89,1,1,5.517452896
4308899,Entire home/apt,3,1,flexible,TRUE,f,100,1,1,4.65396035
6845926,Entire home/apt,2,1,moderate,TRUE,f,97,1,1,5.068904202
7879708,Private room,2,1,strict,TRUE,f,93,1,1,4.859812404
16408143,Entire home/apt,2,1,flexible,TRUE,f,100,0,1,4.553876892
7844074,Entire home/apt,3,1,moderate,TRUE,f,96,1,1,4.934473933
20518182,Entire home/apt,4,1,strict,TRUE,f,95,1,2,5.298317367
9988434,Private room,1,1,flexible,FALSE,t,,1,1,4.605170186
13435011,Private room,2,1,moderate,TRUE,t,93,1,1,4.828313737
21136103,Private room,1,1,flexible,TRUE,f,100,1,1,3.36729583
19135425,Entire home/apt,10,3.5,strict,TRUE,f,,3,4,6.169610732
11283918,Private room,2,1,strict,TRUE,f,,1,1,4.477336814
18896540,Entire home/apt,5,1,moderate,TRUE,f,97,2,3,5.521460918
3577543,Private room,2,1.5,strict,TRUE,f,100,1,1,5.010635294
13436679,Private room,2,1.5,strict,TRUE,t,60,1,1,5.521460918
17481702,Entire home/apt,4,1,flexible,FALSE,t,,1,1,4.976733742
15834994,Entire home/apt,2,1,strict,TRUE,f,95,1,1,4.543294782
12850682,Entire home/apt,2,1,flexible,FALSE,t,,1,1,4.204692619
8033609,Entire home/apt,4,2,strict,TRUE,f,96,2,2,5.700443573
15808888,Private room,4,0.5,strict,TRUE,f,72,1,3,4.709530201
1186746,Private room,1,1,flexible,TRUE,f,70,1,1,3.828641396
7918,Private room,1,1,moderate,FALSE,t,98,1,1,4.17438727
6344926,Private room,1,1,strict,TRUE,f,96,1,1,4.787491743
9250229,Entire home/apt,4,1,strict,FALSE,f,90,2,2,5.075173815
7596630,Entire home/apt,1,1,strict,TRUE,f,96,1,1,4.369447852
13074067,Entire home/apt,6,2,strict,TRUE,f,96,3,3,4.736198448
12607802,Entire home/apt,4,2,moderate,TRUE,f,98,2,2,5.416100402
3592191,Private room,2,1,moderate,FALSE,f,100,1,1,3.555348061
5006783,Entire home/apt,2,1,strict,TRUE,f,95,1,1,4.59511985
17556603,Private room,2,,moderate,FALSE,f,80,1,,4.234106505
17545111,Entire home/apt,4,2,strict,TRUE,f,95,2,2,5.910796644
4856204,Entire home/apt,2,1,strict,TRUE,f,96,1,1,5.433722004
21009685,Private room,1,1.5,strict,TRUE,t,100,1,1,4.094344562
20912843,Private room,2,2,moderate,TRUE,f,100,1,1,4.248495242
19923213,Private room,2,1,flexible,TRUE,t,98,1,1,3.912023005
837045,Entire home/apt,2,1,strict,TRUE,t,93,1,1,5.192956851
14422738,Entire home/apt,4,1.5,strict,TRUE,f,95,2,2,5.075173815
15534137,Entire home/apt,4,1,flexible,TRUE,t,,2,2,5.298317367
12300734,Entire home/apt,4,1,strict,TRUE,f,92,1,2,4.454347296
3675957,Entire home/apt,3,1,strict,TRUE,f,100,2,2,5.416100402
16722762,Entire home/apt,4,1,moderate,FALSE,f,99,2,2,5.953243334
10156716,Entire home/apt,3,1,flexible,TRUE,f,,1,2,4.787491743
19568312,Entire home/apt,3,1,flexible,TRUE,t,90,1,1,4.65396035
14347364,Entire home/apt,2,1,strict,TRUE,f,,1,1,5.293304825
10489240,Private room,1,1,flexible,FALSE,f,100,1,1,4.317488114
15375745,Entire home/apt,3,1,strict,TRUE,f,94,1,2,4.86753445
20384889,Private room,2,1,strict,TRUE,t,98,1,1,4.234106505
20989824,Entire home/apt,2,1,flexible,TRUE,f,80,1,1,4.941642423
17388024,Entire home/apt,5,1,strict,TRUE,f,100,2,3,6.109247583
13528649,Entire home/apt,3,1,strict,TRUE,t,88,0,2,5.241747015
6437262,Entire home/apt,4,1,moderate,TRUE,f,93,2,4,5.262690189
16547253,Private room,2,1,flexible,FALSE,f,94,1,1,4.48863637
17609108,Entire home/apt,4,1,moderate,TRUE,f,100,1,2,4.882801923
17759869,Private room,6,1.5,strict,TRUE,f,,1,3,5.003946306
1758811,Entire home/apt,6,1,moderate,TRUE,f,89,2,2,5.153291594
1346715,Entire home/apt,4,1,moderate,TRUE,f,98,1,1,5.043425117
15857150,Entire home/apt,2,1,strict,FALSE,f,,1,1,4.356708827
17015790,Entire home/apt,6,1.5,moderate,TRUE,f,96,2,4,5.416100402
11210373,Entire home/apt,8,4,strict,TRUE,f,100,6,6,7.13089883
20151020,Private room,2,1,flexible,FALSE,f,,1,1,4.49980967
7225130,Private room,2,1,flexible,FALSE,f,,1,2,4.248495242
19222455,Private room,1,1,flexible,FALSE,f,,1,1,6.65544035
7216355,Entire home/apt,6,2,strict,TRUE,t,96,2,2,5.293304825
13588840,Entire home/apt,2,1,strict,TRUE,t,91,0,1,5.298317367
13690485,Private room,1,1,strict,TRUE,f,91,1,1,4.369447852
8571061,Entire home/apt,3,1,flexible,TRUE,f,96,0,1,4.605170186
11323416,Private room,2,1,strict,TRUE,f,93,1,2,3.737669618
12270642,Shared room,2,1,flexible,FALSE,f,,1,1,3.912023005
10043064,Entire home/apt,2,1,moderate,FALSE,f,97,1,1,5.010635294
18463425,Private room,1,1,flexible,FALSE,f,,1,1,4.094344562
13130036,Entire home/apt,2,1,moderate,TRUE,t,95,1,1,5.105945474
15524898,Entire home/apt,6,2,moderate,TRUE,f,97,3,3,6.052089169
12049961,Entire home/apt,2,1,moderate,TRUE,f,,1,1,4.317488114
20896775,Entire home/apt,5,1,moderate,TRUE,f,95,2,2,4.779123493
3518114,Entire home/apt,2,1,flexible,FALSE,f,,0,1,4.787491743
15989363,Entire home/apt,4,1,flexible,FALSE,f,,1,2,4.605170186
7781629,Private room,1,1,strict,FALSE,f,100,1,1,4.17438727
20307020,Entire home/apt,5,1,moderate,FALSE,f,,2,2,5.703782475
18380250,Entire home/apt,7,1,strict,TRUE,t,90,3,3,6.212606096
17480175,Private room,2,1,flexible,FALSE,t,,1,1,5.298317367
18615928,Entire home/apt,3,1,strict,TRUE,f,,0,2,4.700480366
15232882,Entire home/apt,2,1,strict,FALSE,t,100,1,1,6.388561406
7953645,Private room,2,1,moderate,TRUE,t,95,1,1,4.17438727
7938777,Private room,2,1,strict,FALSE,t,,1,1,3.951243719
16393396,Entire home/apt,7,1,flexible,TRUE,t,91,2,3,5.342334252
3911451,Private room,2,1,flexible,TRUE,f,,1,1,3.36729583
